Chr,Start,End,Value
1,25500001,25600000,6298
1,25600001,25700000,6397
1,25700001,25800000,5788
1,25800001,25900000,7767
1,25900001,26000000,6963
1,26000001,26100000,7363
1,26100001,26200000,7189
1,26200001,26300000,7065
1,26300001,26400000,7701
1,26400001,26500000,6841
1,26500001,26600000,7106
1,26600001,26700000,8500
1,26700001,26800000,6942
1,26800001,26900000,7829
1,26900001,27000000,6293
1,27000001,27100000,6731
1,27100001,27200000,7458
1,27200001,27300000,7477
1,27300001,27400000,7798
1,27400001,27500000,7362
1,27500001,27600000,5963
1,27600001,27700000,7973
1,27700001,27800000,6984
1,27800001,27900000,8591
1,27900001,28000000,8238
1,28000001,28100000,5952
1,28100001,28200000,6470
1,28200001,28300000,7120
1,28300001,28400000,4911
1,28400001,28500000,6240
1,28500001,28600000,6568
1,28600001,28700000,6252
1,28700001,28800000,5385
1,28800001,28900000,7039
1,28900001,29000000,7069
1,29000001,29100000,6252
1,29100001,29200000,7589
1,29200001,29300000,6522
1,29300001,29400000,4900
1,29400001,29500000,6326
1,29500001,29600000,7532
1,29600001,29700000,7976
1,29700001,29800000,7456
1,29800001,29900000,5832
1,29900001,30000000,0
1,30000001,30100000,5140
1,30100001,30200000,7705
1,30200001,30300000,7295
1,30300001,30400000,7070
1,30400001,30500000,6728
1,30500001,30600000,7745
1,30600001,30700000,6389
1,30700001,30800000,7211
1,30800001,30900000,7559
1,30900001,31000000,7081
1,31000001,31100000,5828
1,31100001,31200000,7718
1,31200001,31300000,8000
1,31300001,31400000,7871
1,31400001,31500000,4852
1,31500001,31600000,6173
1,31600001,31700000,7603
1,31700001,31800000,5975
1,31800001,31900000,6792
1,31900001,32000000,6675
1,32000001,32100000,7176
1,32100001,32200000,8744
1,32200001,32300000,8399
1,32300001,32400000,5871
1,32400001,32500000,6093
1,32500001,32600000,6535
1,32600001,32700000,7400
1,32700001,32800000,7681
1,32800001,32900000,7505
1,32900001,33000000,6311
1,33000001,33100000,5772
1,33100001,33200000,6707
1,33200001,33300000,7512
1,33300001,33400000,7391
1,33400001,33500000,6534
1,33500001,33600000,6945
1,33600001,33700000,6883
1,33700001,33800000,8319
1,33800001,33900000,6127
1,33900001,34000000,6708
1,34000001,34100000,6483
1,34100001,34200000,6340
1,34200001,34300000,6500
1,34300001,34400000,6528
1,34400001,34500000,6312
1,34500001,34600000,5875
1,34600001,34700000,7205
1,34700001,34800000,5189
1,34800001,34900000,5903
1,34900001,35000000,5745
1,35000001,35100000,5703
1,35100001,35200000,5856
1,35200001,35300000,6770
1,35300001,35400000,7332
1,35400001,35500000,5213
1,35500001,35600000,5429
1,35600001,35700000,5855
1,35700001,35800000,5226
1,35800001,35900000,4590
1,35900001,36000000,5107
1,36000001,36100000,6627
1,36100001,36200000,6367
1,36200001,36300000,5464
1,36300001,36400000,6059
1,36400001,36500000,4564
1,36500001,36600000,7328
1,36600001,36700000,7839
1,36700001,36800000,6533
1,36800001,36900000,7526
1,36900001,37000000,7278
1,37000001,37100000,7511
1,37100001,37200000,7329
1,37200001,37300000,7865
1,37300001,37400000,7165
1,37400001,37500000,7599
1,37500001,37600000,7399
1,37600001,37700000,5473
1,37700001,37800000,7025
1,37800001,37900000,6453
1,37900001,38000000,6823
1,38000001,38100000,6383
1,38100001,38200000,7552
1,38200001,38300000,6955
1,38300001,38400000,5797
1,38400001,38500000,7519
1,38500001,38600000,8892
1,38600001,38700000,7146
1,38700001,38800000,6349
1,38800001,38900000,5341
1,38900001,39000000,5722
1,39000001,39100000,6204
1,39100001,39200000,5778
1,39200001,39300000,6168
1,39300001,39400000,5509
1,39400001,39500000,6327
1,39500001,39600000,6768
1,39600001,39700000,5771
1,39700001,39800000,5317
1,39800001,39900000,5313
1,39900001,40000000,7119
1,40000001,40100000,6985
1,40100001,40200000,7217
1,40200001,40300000,7410
1,40300001,40400000,6241
1,40400001,40500000,6654
1,40500001,40600000,5528
1,40600001,40700000,5083
1,40700001,40800000,6371
1,40800001,40900000,5543
1,40900001,41000000,5325
1,41000001,41100000,5706
1,41100001,41200000,6637
1,41200001,41300000,7805
1,41300001,41400000,7295
1,41400001,41500000,6812
1,41500001,41600000,4882
1,41600001,41700000,4570
1,41700001,41800000,6681
1,41800001,41900000,9006
1,41900001,42000000,8795
1,42000001,42100000,6987
1,42100001,42200000,7562
1,42200001,42300000,6744
1,42300001,42400000,5653
1,42400001,42500000,4949
1,42500001,42600000,5115
1,42600001,42700000,5755
1,42700001,42800000,4225
1,42800001,42900000,5754
1,42900001,43000000,5194
1,43000001,43100000,4999
1,43100001,43200000,5784
1,43200001,43300000,6828
1,43300001,43400000,6199
1,43400001,43500000,7472
1,43500001,43600000,6255
1,43600001,43700000,5749
1,43700001,43800000,7543
1,43800001,43900000,7432
1,43900001,44000000,6583
1,44000001,44100000,9259
1,44100001,44200000,6860
1,44200001,44300000,5443
1,44300001,44400000,6848
1,44400001,44500000,9473
1,44500001,44600000,6170
1,44600001,44700000,5906
1,44700001,44800000,6550
1,44800001,44900000,6216
1,44900001,45000000,5964
1,45000001,45100000,7303
1,45100001,45200000,7426
1,45200001,45300000,8460
1,45300001,45400000,6101
1,45400001,45500000,6056
1,45500001,45600000,5421
1,45600001,45700000,4841
1,45700001,45800000,6199
1,45800001,45900000,5501
1,45900001,46000000,5888
1,46000001,46100000,6369
1,46100001,46200000,5175
1,46200001,46300000,5862
1,46300001,46400000,4891
1,46400001,46500000,5692
1,46500001,46600000,5143
1,46600001,46700000,6752
1,46700001,46800000,7185
1,46800001,46900000,7882
1,46900001,47000000,9095
1,47000001,47100000,7395
1,47100001,47200000,5347
1,47200001,47300000,6219
1,47300001,47400000,5390
1,47400001,47500000,5609
1,47500001,47600000,4607
1,47600001,47700000,6994
1,47700001,47800000,5419
1,47800001,47900000,6149
1,47900001,48000000,7568
1,48000001,48100000,7232
1,48100001,48200000,7147
1,48200001,48300000,8175
1,48300001,48400000,7134
1,48400001,48500000,6564
1,48500001,48600000,6180
1,48600001,48700000,6073
1,48700001,48800000,4716
1,48800001,48900000,4111
1,48900001,49000000,5251
1,49000001,49100000,5912
1,49100001,49200000,6360
1,49200001,49300000,5542
1,49300001,49400000,4875
1,49400001,49500000,4956
1,49500001,49600000,4705
1,49600001,49700000,4463
1,49700001,49800000,4325
1,49800001,49900000,4149
1,49900001,50000000,4150
1,50000001,50100000,4555
1,50100001,50200000,3860
1,50200001,50300000,3939
1,50300001,50400000,4279
1,50400001,50500000,3959
1,50500001,50600000,4832
1,50600001,50700000,5302
1,50700001,50800000,5944
1,50800001,50900000,5888
1,50900001,51000000,4822
1,51000001,51100000,4490
1,51100001,51200000,4579
1,51200001,51300000,4135
1,51300001,51400000,4090
1,51400001,51500000,4897
1,51500001,51600000,4721
1,51600001,51700000,5174
1,51700001,51800000,6515
1,51800001,51900000,4935
1,51900001,52000000,4704
1,52000001,52100000,5529
1,52100001,52200000,5096
1,52200001,52300000,4246
1,52300001,52400000,5310
1,52400001,52500000,5703
1,52500001,52600000,5199
1,52600001,52700000,5723
1,52700001,52800000,5023
1,52800001,52900000,6156
1,52900001,53000000,4327
1,53000001,53100000,5882
1,53100001,53200000,6281
1,53200001,53300000,5181
1,53300001,53400000,6099
1,53400001,53500000,4788
1,53500001,53600000,8015
1,53600001,53700000,6170
1,53700001,53800000,8068
1,53800001,53900000,6827
1,53900001,54000000,8483
1,54000001,54100000,7567
1,54100001,54200000,7389
1,54200001,54300000,4881
1,54300001,54400000,5721
1,54400001,54500000,6406
1,54500001,54600000,5954
1,54600001,54700000,7813
1,54700001,54800000,8017
1,54800001,54900000,7207
1,54900001,55000000,7966
1,55000001,55100000,8591
1,55100001,55200000,7094
1,55200001,55300000,7477
1,55300001,55400000,7114
1,55400001,55500000,7323
1,55500001,55600000,6097
1,55600001,55700000,4288
1,55700001,55800000,6257
1,55800001,55900000,5908
1,55900001,56000000,5672
1,56000001,56100000,5390
1,56100001,56200000,5317
1,56200001,56300000,5081
1,56300001,56400000,4604
1,56400001,56500000,4661
1,56500001,56600000,4702
1,56600001,56700000,4480
1,56700001,56800000,4814
1,56800001,56900000,4911
1,56900001,57000000,5627
1,57000001,57100000,5200
1,57100001,57200000,4279
1,57200001,57300000,4706
1,57300001,57400000,5485
1,57400001,57500000,5475
1,57500001,57600000,5370
1,57600001,57700000,4915
1,57700001,57800000,4894
1,57800001,57900000,4568
1,57900001,58000000,4501
1,58000001,58100000,5406
1,58100001,58200000,5001
1,58200001,58300000,4654
1,58300001,58400000,5014
1,58400001,58500000,4899
1,58500001,58600000,5312
1,58600001,58700000,5012
1,58700001,58800000,5015
1,58800001,58900000,5377
1,58900001,59000000,4649
1,59000001,59100000,5299
1,59100001,59200000,4770
1,59200001,59300000,5945
1,59300001,59400000,5765
1,59400001,59500000,6014
1,59500001,59600000,5468
1,59600001,59700000,5527
1,59700001,59800000,5042
1,59800001,59900000,5197
1,59900001,60000000,4972
1,60000001,60100000,4887
1,60100001,60200000,5137
1,60200001,60300000,4363
1,60300001,60400000,4271
1,60400001,60500000,4979
1,60500001,60600000,4359
1,60600001,60700000,4096
1,60700001,60800000,4262
1,60800001,60900000,4285
1,60900001,61000000,4228
1,61000001,61100000,4110
1,61100001,61200000,4776
1,61200001,61300000,4644
1,61300001,61400000,4824
1,61400001,61500000,5392
1,61500001,61600000,5001
1,61600001,61700000,4641
1,61700001,61800000,4523
1,61800001,61900000,4549
1,61900001,62000000,5199
1,62000001,62100000,5137
1,62100001,62200000,5266
1,62200001,62300000,5221
1,62300001,62400000,4976
1,62400001,62500000,4664
1,62500001,62600000,5425
1,62600001,62700000,6314
1,62700001,62800000,6541
1,62800001,62900000,6273
1,62900001,63000000,4472
1,63000001,63100000,3548
1,63100001,63200000,4939
1,63200001,63300000,4516
1,63300001,63400000,4590
1,63400001,63500000,5550
1,63500001,63600000,5041
1,63600001,63700000,4432
1,63700001,63800000,5351
1,63800001,63900000,5100
1,63900001,64000000,4295
1,64000001,64100000,5078
1,64100001,64200000,5938
1,64200001,64300000,5798
1,64300001,64400000,5339
1,64400001,64500000,5251
1,64500001,64600000,5129
1,64600001,64700000,5015
1,64700001,64800000,5006
1,64800001,64900000,5183
1,64900001,65000000,5427
1,65000001,65100000,4869
1,65100001,65200000,4869
1,65200001,65300000,4461
1,65300001,65400000,5551
1,65400001,65500000,5354
1,65500001,65600000,5864
1,65600001,65700000,5845
1,65700001,65800000,5054
1,65800001,65900000,5109
1,65900001,66000000,4616
1,66000001,66100000,4182
1,66100001,66200000,5019
1,66200001,66300000,4304
1,66300001,66400000,4217
1,66400001,66500000,4351
1,66500001,66600000,4084
1,66600001,66700000,4342
1,66700001,66800000,4562
1,66800001,66900000,5071
1,66900001,67000000,4419
1,67000001,67100000,4326
1,67100001,67200000,3874
1,67200001,67300000,3946
1,67300001,67400000,4383
1,67400001,67500000,3973
1,67500001,67600000,4598
1,67600001,67700000,4880
1,67700001,67800000,4959
1,67800001,67900000,5197
1,67900001,68000000,5815
1,68000001,68100000,5813
1,68100001,68200000,5481
1,68200001,68300000,5237
1,68300001,68400000,4977
1,68400001,68500000,4735
1,68500001,68600000,4995
1,68600001,68700000,5155
1,68700001,68800000,5286
1,68800001,68900000,4476
1,68900001,69000000,4134
1,69000001,69100000,4075
1,69100001,69200000,3971
1,69200001,69300000,4640
1,69300001,69400000,4563
1,69400001,69500000,4278
1,69500001,69600000,4619
1,69600001,69700000,3892
1,69700001,69800000,4296
1,69800001,69900000,4306
1,69900001,70000000,3882
1,70000001,70100000,3728
1,70100001,70200000,3675
1,70200001,70300000,3681
1,70300001,70400000,4053
1,70400001,70500000,3555
1,70500001,70600000,3598
1,70600001,70700000,3915
1,70700001,70800000,4389
1,70800001,70900000,4976
1,70900001,71000000,4787
1,71000001,71100000,4470
1,71100001,71200000,4276
1,71200001,71300000,4698
1,71300001,71400000,4525
1,71400001,71500000,4054
1,71500001,71600000,4475
1,71600001,71700000,4414
1,71700001,71800000,3960
1,71800001,71900000,4019
1,71900001,72000000,4018
1,72000001,72100000,3917
1,72100001,72200000,3742
1,72200001,72300000,3846
1,72300001,72400000,3706
1,72400001,72500000,3546
1,72500001,72600000,3224
1,72600001,72700000,3350
1,72700001,72800000,3765
1,72800001,72900000,3854
1,72900001,73000000,3717
1,73000001,73100000,3472
1,73100001,73200000,3726
1,73200001,73300000,3773
1,73300001,73400000,3590
1,73400001,73500000,4300
1,73500001,73600000,3826
1,73600001,73700000,4093
1,73700001,73800000,3466
1,73800001,73900000,3517
1,73900001,74000000,3522
1,74000001,74100000,3844
1,74100001,74200000,3790
1,74200001,74300000,3800
1,74300001,74400000,3725
1,74400001,74500000,4010
1,74500001,74600000,3615
1,74600001,74700000,3301
1,74700001,74800000,3830
1,74800001,74900000,4107
1,74900001,75000000,4398
1,75000001,75100000,3800
1,75100001,75200000,4346
1,75200001,75300000,4174
1,75300001,75400000,4221
1,75400001,75500000,4111
1,75500001,75600000,4193
1,75600001,75700000,4169
1,75700001,75800000,4149
1,75800001,75900000,4397
1,75900001,76000000,4094
1,76000001,76100000,4100
1,76100001,76200000,4693
1,76200001,76300000,5002
1,76300001,76400000,4021
1,76400001,76500000,4426
1,76500001,76600000,5341
1,76600001,76700000,5097
1,76700001,76800000,4645
1,76800001,76900000,4097
1,76900001,77000000,4185
1,77000001,77100000,4358
1,77100001,77200000,4404
1,77200001,77300000,4453
1,77300001,77400000,4833
1,77400001,77500000,4840
1,77500001,77600000,4371
1,77600001,77700000,4074
1,77700001,77800000,4422
1,77800001,77900000,4142
1,77900001,78000000,5266
1,78000001,78100000,4240
1,78100001,78200000,4438
1,78200001,78300000,5008
1,78300001,78400000,5217
1,78400001,78500000,4235
1,78500001,78600000,5214
1,78600001,78700000,4691
1,78700001,78800000,4683
1,78800001,78900000,4359
1,78900001,79000000,4755
1,79000001,79100000,4010
1,79100001,79200000,4372
1,79200001,79300000,3906
1,79300001,79400000,3885
1,79400001,79500000,3732
1,79500001,79600000,3783
1,79600001,79700000,4009
1,79700001,79800000,3791
1,79800001,79900000,4032
1,79900001,80000000,4294
1,80000001,80100000,3689
1,80100001,80200000,4620
1,80200001,80300000,3526
1,80300001,80400000,4192
1,80400001,80500000,3755
1,80500001,80600000,3728
1,80600001,80700000,3917
1,80700001,80800000,3566
1,80800001,80900000,3515
1,80900001,81000000,3630
1,81000001,81100000,3547
1,81100001,81200000,3672
1,81200001,81300000,3518
1,81300001,81400000,3422
1,81400001,81500000,3843
1,81500001,81600000,3666
1,81600001,81700000,3908
1,81700001,81800000,3797
1,81800001,81900000,4092
1,81900001,82000000,4318
1,82000001,82100000,4234
1,82100001,82200000,4409
1,82200001,82300000,4285
1,82300001,82400000,3656
1,82400001,82500000,3688
1,82500001,82600000,4749
1,82600001,82700000,4328
1,82700001,82800000,4359
1,82800001,82900000,4360
1,82900001,83000000,4211
1,83000001,83100000,3871
1,83100001,83200000,3565
1,83200001,83300000,3880
1,83300001,83400000,3903
1,83400001,83500000,4032
1,83500001,83600000,4135
1,83600001,83700000,4224
1,83700001,83800000,3793
1,83800001,83900000,4007
1,83900001,84000000,4028
1,84000001,84100000,4462
1,84100001,84200000,4731
1,84200001,84300000,4486
1,84300001,84400000,3840
1,84400001,84500000,4032
1,84500001,84600000,4301
1,84600001,84700000,3490
1,84700001,84800000,4435
1,84800001,84900000,4810
1,84900001,85000000,4528
1,85000001,85100000,5049
1,85100001,85200000,4496
1,85200001,85300000,5241
1,85300001,85400000,5224
1,85400001,85500000,5010
1,85500001,85600000,4835
1,85600001,85700000,4413
1,85700001,85800000,5590
1,85800001,85900000,4323
1,85900001,86000000,4768
1,86000001,86100000,5299
1,86100001,86200000,4210
1,86200001,86300000,4304
1,86300001,86400000,4214
1,86400001,86500000,3954
1,86500001,86600000,3902
1,86600001,86700000,4533
1,86700001,86800000,4067
1,86800001,86900000,4223
1,86900001,87000000,4896
1,87000001,87100000,4443
1,87100001,87200000,4140
1,87200001,87300000,5310
1,87300001,87400000,5085
1,87400001,87500000,4564
1,87500001,87600000,4387
1,87600001,87700000,5863
1,87700001,87800000,5647
1,87800001,87900000,5078
1,87900001,88000000,5099
1,88000001,88100000,4712
1,88100001,88200000,4854
1,88200001,88300000,4424
1,88300001,88400000,4015
1,88400001,88500000,4679
1,88500001,88600000,4224
1,88600001,88700000,4314
1,88700001,88800000,3753
1,88800001,88900000,4059
1,88900001,89000000,3938
1,89000001,89100000,4254
1,89100001,89200000,4257
1,89200001,89300000,3836
1,89300001,89400000,5110
1,89400001,89500000,4831
1,89500001,89600000,4741
1,89600001,89700000,4404
1,89700001,89800000,4704
1,89800001,89900000,4699
1,89900001,90000000,4625
1,90000001,90100000,4805
1,90100001,90200000,4593
1,90200001,90300000,5612
1,90300001,90400000,4936
1,90400001,90500000,5014
1,90500001,90600000,4738
1,90600001,90700000,4965
1,90700001,90800000,4826
1,90800001,90900000,4355
1,90900001,91000000,4020
1,91000001,91100000,4358
1,91100001,91200000,5035
1,91200001,91300000,4888
1,91300001,91400000,4763
1,91400001,91500000,3808
1,91500001,91600000,5466
1,91600001,91700000,5498
1,91700001,91800000,4460
1,91800001,91900000,3949
1,91900001,92000000,4588
1,92000001,92100000,5422
1,92100001,92200000,5456
1,92200001,92300000,5163
1,92300001,92400000,5494
1,92400001,92500000,5267
1,92500001,92600000,4837
1,92600001,92700000,4500
1,92700001,92800000,4335
1,92800001,92900000,5069
1,92900001,93000000,5422
1,93000001,93100000,4479
1,93100001,93200000,4315
1,93200001,93300000,5182
1,93300001,93400000,4956
1,93400001,93500000,5226
1,93500001,93600000,5074
1,93600001,93700000,4361
1,93700001,93800000,4512
1,93800001,93900000,4781
1,93900001,94000000,4972
1,94000001,94100000,5522
1,94100001,94200000,6182
1,94200001,94300000,5754
1,94300001,94400000,5061
1,94400001,94500000,6058
1,94500001,94600000,6657
1,94600001,94700000,4000
1,94700001,94800000,5231
1,94800001,94900000,5036
1,94900001,95000000,4358
1,95000001,95100000,6069
1,95100001,95200000,5681
1,95200001,95300000,5144
1,95300001,95400000,5898
1,95400001,95500000,5285
1,95500001,95600000,5618
1,95600001,95700000,4786
1,95700001,95800000,4433
1,95800001,95900000,5392
1,95900001,96000000,4750
1,96000001,96100000,4440
1,96100001,96200000,4607
1,96200001,96300000,4371
1,96300001,96400000,3799
1,96400001,96500000,3861
1,96500001,96600000,4008
1,96600001,96700000,4329
1,96700001,96800000,3922
1,96800001,96900000,4268
1,96900001,97000000,4517
1,97000001,97100000,4302
1,97100001,97200000,4189
1,97200001,97300000,3984
1,97300001,97400000,4657
1,97400001,97500000,4642
1,97500001,97600000,4158
1,97600001,97700000,4048
1,97700001,97800000,3696
1,97800001,97900000,3924
1,97900001,98000000,3691
1,98000001,98100000,3616
1,98100001,98200000,3216
1,98200001,98300000,3272
1,98300001,98400000,3461
1,98400001,98500000,3494
1,98500001,98600000,4169
1,98600001,98700000,3933
1,98700001,98800000,3958
1,98800001,98900000,4143
1,98900001,99000000,4035
1,99000001,99100000,3799
1,99100001,99200000,4504
1,99200001,99300000,4461
1,99300001,99400000,4013
1,99400001,99500000,4296
1,99500001,99600000,4526
1,99600001,99700000,4174
1,99700001,99800000,3985
1,99800001,99900000,4001
1,99900001,100000000,4070
1,100000001,100100000,4145
1,100100001,100200000,3892
1,100200001,100300000,4599
1,100300001,100400000,4182
1,100400001,100500000,4724
1,100500001,100600000,4571
1,100600001,100700000,4376
1,100700001,100800000,4981
1,100800001,100900000,5135
1,100900001,101000000,4672
1,101000001,101100000,4876
1,101100001,101200000,4627
1,101200001,101300000,4291
1,101300001,101400000,4185
1,101400001,101500000,4073
1,101500001,101600000,3807
1,101600001,101700000,4596
1,101700001,101800000,5450
1,101800001,101900000,4786
1,101900001,102000000,4675
1,102000001,102100000,4580
1,102100001,102200000,3803
1,102200001,102300000,3714
1,102300001,102400000,3817
1,102400001,102500000,3789
1,102500001,102600000,4215
1,102600001,102700000,3742
1,102700001,102800000,3602
1,102800001,102900000,3673
1,102900001,103000000,3962
1,103000001,103100000,3743
1,103100001,103200000,3672
1,103200001,103300000,3876
1,103300001,103400000,3837
1,103400001,103500000,3149
1,103500001,103600000,3471
1,103600001,103700000,3361
1,103700001,103800000,3852
1,103800001,103900000,2330
1,103900001,104000000,3218
1,104000001,104100000,3861
1,104100001,104200000,4103
1,104200001,104300000,3984
1,104300001,104400000,3603
1,104400001,104500000,3558
1,104500001,104600000,3674
1,104600001,104700000,4051
1,104700001,104800000,4043
1,104800001,104900000,3878
1,104900001,105000000,3474
1,105000001,105100000,3764
1,105100001,105200000,3711
1,105200001,105300000,3492
1,105300001,105400000,3785
1,105400001,105500000,3863
1,105500001,105600000,3389
1,105600001,105700000,3769
1,105700001,105800000,3507
1,105800001,105900000,3520
1,105900001,106000000,3742
1,106000001,106100000,3516
1,106100001,106200000,3497
1,106200001,106300000,3621
1,106300001,106400000,3727
1,106400001,106500000,3947
1,106500001,106600000,3748
1,106600001,106700000,3549
1,106700001,106800000,4022
1,106800001,106900000,3875
1,106900001,107000000,3757
1,107000001,107100000,3842
1,107100001,107200000,4105
1,107200001,107300000,3797
1,107300001,107400000,3790
1,107400001,107500000,3966
1,107500001,107600000,4056
